,tweet,sentiment
245,Breaking: ``Fix'' Bill May Not Advance In Senate  http://wp.me/ptRgU-f9 #tcot #hcr #healthcare #killthebill #teaparty #tlot #rs #redco,negative
246,Going to Disneyland. Which is more realistic than the fantasy world Stupak lives in. #hcr,negative
247,"RT @markknoller Anticipating victory, Pres. Obama to make East Room statement tonight after House final passage of #HCR legislation.",neutral
248,"Latest prediction on #HCR schedule today, from Politico: http://bit.ly/c73GhJ #OFA #p2",neutral
249,RECONCILIATION ``FIX'' BLOCKED BY LAW @jim_moran @jimoberstar @jaredpolis #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
250,Nancy Pelosi Taunts Anti-Health Care Protesters- But We Ain't Dead Yet http://is.gd/aS0Qs  #teaparty #killthebill #tlot #tcot #p2 #HCR,negative
251,"VFW: #HCR Bill Betrays Veterans - bill doesn't protect health programs for veterans, service-members or their families http://ow.ly/1p5jt",negative
252,"@yagbebi @CelottoCellini @tehranweekly Take cover, the rethugs are going to start throwing shit! #hcr ;) /via @MWforHR",negative
253,I assume y'all have been playing the #HCR drinking game with me: reserved balance yield flawed unanimous consent objection speaker gentleman,neutral
254,A further loss of liberty is upon us as the nimrods in Washington vote on #hcr. Enjoy your freedom while you can...,negative
255,Where is Hamsher? I'd like to do a victory lap around the carcass of her political relevance. #p2 #hcr,negative
256,"Rpblcn fallback position: If #HCR passes, the ''real'' vote will take place in Nov. when ''the American ppl'' correct this mistake. Blow me.",negative
257,"Healthcare should be a human right guranteed to every human being no matter race, color & creed..it should not be for profit ever!  #hcr",positive
258,RT @JLocher1: http://ow.ly/i/N45 VIEW from the Speaker's Lobby at noon today of the incredible crowd rallying against this #HCR bill.,negative
259,RT @LadyofShalott06: Might I remind everyone of the importance of passing this bill? Rush Limbaugh will leave. #hcr,negative
260,IF YOU DONT HAVE MONEY what is the point of a health savings account?!??!? LAWD these republicans are si intransigent #HCR,negative
261,RECONCILIATION ``FIX'' BLOCKED BY LAW @kendrickbmeek @gregorymeeks #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
262,RT @RedDevilRio: RECONCILIATION ``FIX'' BLOCKED BY LAW @jim_moran @jimoberstar @jaredpolis #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
263,Dear David Dreier: You had more than eight years to get something done.  Now move the fuck over and let the dems make it happen. #hcr,negative
264,Stupak's Been Lying All Along!!! Video Surfaced! Obama's Deal Won't Even Count! http://is.gd/aS1c2 #hcr #tcot #sgp #tlot #hhrs #ocra #ucot,negative
265,#hcr vote 1 mill. x more significant that ill-thought #startupvisa campaign.Latter turns blind eye to existing H-1B visa mess @chuckgrassley,positive
266,".@CongJoeWilson Serious q: if we can ''do better'' on #hcr, why didn't GOP just do it during 6 yrs of total control?",negative
267,John Boccieri hits nail on head. Rs voted to fund Iraqi universal coverage to the tune of a billion dollars. #HCR,negative
268,#HCR:  A Black President.  Jesse Jackson's son presiding over the House.  A line of Republicans in opposition.  History?  Bet your ass.,positive
269,Follow Bart Stupak's opponent Dan Benishek @Benishek on twitter now! #tcot #hcr #tlot #ocra,negative
270,"RT @GOPLeader: Senate Democrats in Hiding, Reconciliation ``Fix'' in Doubt http://bit.ly/ceEhhQ #hcr",negative
271,What was that stat? 14 big ins companies' profits for 1 yr only totals to 3 days of #hcr spending? Yeah.,negative
272,STUPAK'S NUMBER IS 202-225-4735 #TCOT #P2 #HCR,neutral
273,"If you're in #hcr land too, check out our page for the Reconciliation Bill: summary, links, news & blog coverage: http://bit.ly/bx9hAf",neutral
274,"RT @NorsU: RT @ekklesia7: #HCR is our Bunker Hill. We may lose now, but Dem casualties come NOV 2 #tcot #ocra #teaparty",negative
275,"US ranks 50th in LIFE EXPECTANCY http://bit.ly/9d4Cxw Europe, with their universal health care system, ranks #1 #HCR #ERIC",positive
276,Will Democrats Stand Up and Be Counted? A Defining Bill Requires A Transparent Vote http://bit.ly/aVA2nw #hcr,negative
277,RT @exposeliberals: Follow Bart Stupak's opponent Dan Benishek @Benishek on twitter now! #tcot #hcr #tlot #ocra,negative
278,RT @afeagle1: #tweetcongress Remember it's the voters in your district who hold your fate with their votes not the DNC #teaparty #tcot #hcr,neutral
279,RT @OTOOLEFAN: Sen Jeff Secessions will vote YES on #hcr if Obama signs exec. order making Robert E. Lee's birthday a federal holiday. LOL,negative
280,"Aside from voting on ''the rule'' for #hcr, the House is also voting to recognize Cold War Veterans and aviators in the armed forces",neutral
281,RT @DanCleary: RT @StMichaelSword: Statements from several #prolife leaders on #Stupak caving http://bit.ly/aM7WgH #HCR,negative
282,Demo Rep. Wasserman Schultz: The Executive Order Stupak Loves is  Meaningless: http://bit.ly/cyGjWe #tcot #hcr #killthebill,negative
283,[Flickr] Pictures of the Rally at the US Capitol today: http://tinyurl.com/yjhgubd #healthcare #teaparty #tcot #GOP #hcr,positive
284,ABC News: Senate Fight Starts: GOP Says Senate Parliamentarian Will Kill Fix-Its Bill http://bit.ly/cfkAT5 #tcot #handsoff #hcr,negative
285,"A good place to invest your last ever income tax refund is in ammunition. #nra #tcot, #hcr",positive
286,"When POTUS issues the executive order, he should put in the fine print that Stupak has to clean the WH toilets. #p2 #hcr",negative
287,RT @Senate_GOPs: ABC News: Senate Fight : GOP Says Senate Parliamentarian Will Kill Fix-Its Bill http://bit.ly/cfkAT5 #tcot #handsoff #hcr,negative
288,"@kanjo4congress Thank you, Congressman Kanjorski, for doing the right thing & voting for #hcr",positive
289,RT @emgtay: RT @Jenfidel:  Today we are reminded > ''Freedom is never more than one generation away from extinction.'' ~R Reagan #hcr,negative
290,"What is up w/ Stupak?  Next, we have to figure out how 2 fight this state by state. #hcr",negative
291,FUX NEWS just said AMERICANS do not want this #HCR bill ! WHAT ARE WE --- CHOPPED LIVER ?,negative
292,"RT @Shoq: If the Senate bill passes, here's what happens immediately. http://bit.ly/9ZUvdT #hcr",positive
293,RECONCILIATION ``FIX'' BLOCKED BY LAW @maxinewaters #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
294,RECONCILIATION ``FIX'' BLOCKED BY LAW @tomperriello @chelliepingree @timryan #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
295,@KatrinaNation My favorite provision of #hcr is tax on tanning booths. Now Boehner can eat crow 3x a week.,negative
296,Tommy Douglas was founder of  universal healthcare in Canada. Keifer Sutherland is Tommy Douglas' grandson -Shout out of thanks #yyc #hcr,positive
297,In The Bill:  Page 429 Lines 1-9: An  ''advanced-care planning consultant'' will be used  frequently as a patient's health  deteriorates. #hcr,negative
298,@timpawlenty I think Congress has been disconnected from reality for quite some time.  Today is just further proof.  #TCOT #hcr #killthebill,negative
299,THIS READS LIKE THE #HCR BILL - RT @chucktodd TkJDIE5ld3M6IG11bHRpcGxlIHNvdXJjZXMgc2F5IFN0dXBhayBpcyBhIHllczsgcHJleiBleGVj IG9yZGVyIGxhbmd1Y,negative
300,House now taking a big procedural vote on the #hcr legislation.,neutral
301,RT @hch242 RT @RepKevinBrady: Retweet this if you are against a government takeover of health care #hcr #tcot #gop #txgop #handsoff #codered,negative
302,"Sadly, today truly gives new meaning to that whole ''I'm so angry I'm seeing Red'' thing. #hcr",negative
303,There is a God!! RT @nytimes    Your thoughts on health care reform now that Democrats have the votes to pass a #hcr bill? Include #nythcr.,positive
304,Video: Stupak Has Lied About Healthcare Vote All Along http://bit.ly/crmLLm #tcot #ocra #sgp #healthcare #teaparty #iamthemob #tlot #hcr,negative
305,Georgia legislature introduced bill (SB317) to give us a right to choose #hcr or not.  Georgians will not be jailed if we have no #hcr.,negative
306,"John Boccieri rocks. Let's make sure he gets re-elected, folks. #hcr",positive
307,RT @sarahfelts MT @delrayser: Jon Stewart said it a while ago: I think you might be confusing tyranny with losing. #hcr (via @mizzouatheart),positive
308,"RT @MinorcanMaven: Stupak's challenger, Dan Benishek (@Benishek) joined Twitter 1 hour ago ; already has 700 followers. #HCR #tcot #sgp",negative
309,Congress-Please don't sell out our children's futures and destroy our country with this abomination #hcr #killthebill #healthcare,negative
310,"Who doesn't love ABBA? RT @owillis: dear @barackobama please, just once, substitute ''waterloo'' for ''hail to the chief''. #p2 #hcr",positive
311,#Rush Limbaugh is Leaving....on a jet plane...don't know.... #hcr #p2,negative
312,I am fighting this bill with every move I can come up with. I am calling for parliamentary inquiry! #tcot #hcr #realdeal,negative
313,Breaking; GOP representatives OUTRAGED that 32M Americans will get health care and health insurers will be regulated. #hcr,negative
314,"15 minute recorded vote now underway, general debate to follow. #hcr",neutral
315,Declaration of Dependence #HCR #teaparty #hc #tcot #gop #obama #democrats http://old-aldy.xanga.com/723802160/declaration-of-dependence/,negative
316,Excellent! RT @Marnus3: Bachmann looks like she just finished her shock treatments. #p2 #hcr,negative
317,Gergen: Democrats have been dreaming of this for 60yrs. Obama now has a legacy. First president to achieve near universal coverage. #p2 #hcr,positive
318,Entire reconiliation bill cld b thrown out. MUST READ Senatre bill wld become law without ''fixes'' http://bit.ly/bKMldi #tcot #hcr,negative
319,"But we Republicans hear you, loud & clear #hcr #handsoff #hc #tcot",negative
320,"I believe in #Obama & #Pelosi, & all of my #tweeps. Stick together & make a story of #ChangeGame our grandkids will celebrate! #hcr #p2",positive
321,RT @SandiBehrns: How many of those 228 are going to stick with yes thru 2 more votes? #hcr #p2 //All of em Better!,positive
322,NEW VIDEO #hcr Dems Make Impromptu March to Capitol for Health Care vote. Crazy scene: http://tinyurl.com/yl4ousv,neutral
323,"Is it just me or do most of the GOPers in the conga line opposing #HCR look alike? Old, white, male & with really bad taste in clothes.",negative
324,Final tally on procedural vote on rules for debate: 228-202. #hcr,neutral
325,I am happy that #hcr is going to pass. But I want a system like France's health care. Read on... http://bit.ly/1qhugZ,positive
326,You know what would really turn this around for the GOP? If James O'Keefe walked in wearing a pimp suit. #hcr #p2,negative
327,Vote done. Passes 224 to 206. Here we go.....#hcr #p2,positive
328,Congrats to all of you that have debated blogged called E-mailed tweeted There were setbacks advances ! THIS #HCR PARTY IS FOR U,positive
329,Rule passed 224-206.  Rep Space (OH) will be a no vote. #hcr (rm),neutral
330,House rule for tonight's #HCR debate passes 224-206. All Republicans and 28 Dems vote against.,neutral
331,RT @donnakay2010    RECONCILIATION ``FIX'' BLOCKED BY LAW @neilabercrombie @reptammybaldwin #tweetcongress #hcr http://bit.ly/CannotReconcile,negative
332,"Health Care for America NOW, watch the #CSPAN Health Care Reform Debate and Vote live now today #hcr #dem @ http://bit.ly/csPchF #ff",positive
333,RT @slackadjuster FUX NEWS just said AMERICANS dont want this#HCRl ! WHAT ARE WE --- CHOPPED LIVER ?//thankfully we're NOT whatever they are,negative
334,Don't forget to volunteer for Reps who fight for #HCR: http://bit.ly/9FF2OX #OFA #p2,positive
335,Yes we did. Again. #hcr,positive
336,Pls RT: Dems' trillion dollar #healthcare overhaul will take America in the wrong direction #handsoff #hc #hcr #tcot #gop,negative
337,RT @texasinafrica: Tea partiers singing ''We Shall Overcome'' on the Hill. That's by far the most offensive thing that's happened. #hcr,negative
338,RT @Audna: Follow Stupak's opponent @Benishek. Just opened Twitter acc't #WeTHEPEOPLE #teaparty #tcot #hcr #killthebill #politics #prolife,negative
339,Follow Stupak's opponent @Benishek. Just opened Twitter acc't #WeTHEPEOPLE #teaparty #tcot #hcr #killthebill #politics #prolife #sgp #rs,negative
340,"As #Obamacare is on the horizon, so is a massive thunderstorm here in Northern VA... ironic??? #tcot #teaparty #obamacare #hcr",negative
341,#hcr will have a limited effect on teabaggers because unfortunately stupidity is incurable. #p2,negative
342,Turn on #CSPAN - I will deliver the opening statement of the final debate on #HCR in a few minutes after this series of votes.,neutral
343,Bill Burck & Dana Perino: The Executive Order Farce http://ow.ly/1p7QD #hcr (via @NROcorner),negative
344,RT @normansigler: @Jason_Pollock it's no diff 4 the Repugs. They see #hcr as their new ''war''. GOP is the party of ''War''!,negative
345,"YES! SENATOR KENNEDY, THIS IS FOR YOU!!! THANK YOU PRESIDENT OBAMA! THANK YOU NANCY, THANK ALL OF YOU!!!!",positive
346,Most of the ''Gay Basher's'' are gay! You guys get caught in more gay scandles than anyone #Conservatives #tcot #racist #HCR,negative
347,RT @michellemalkin: Final tally on procedural vote on rules for debate: 228-202. #hcr #tcot,neutral
348,Photo: #HCR hotness. http://tumblr.com/x6i7odks6,positive
349,Obama outreach: Aide says Obama has had >90 phone calls and/or meetings with members of Congress on #HCR over past week.,neutral
350,This government must stop spending money it doesn't have #hc #hcr #healthcare #handsoff #tcot #gop #ocra,negative
351,"03/20/09 - RIP TeaParty.  You can go back to calling yourselves your old name, the KKK.\n\n#tcot #p2 #foxnews #glennbeck #palin #hcr",negative
352,Hoyer: Don't like govt health care? Then let's can the VA and Medicare. #hcr,negative
353,"It's feels all hopey, changy tonight, doesn't it @SarahPalinUSA? Not anything like losey, quitty. #p2 #hcr",positive
